text,label
"High-dimensional tissue imaging generates highly complex 3D data containing multiple biomarkers, making it challenging to identify biologically relevant regions without an expert user specifying manual labels for regions of interest. We introduce an approach to automatically identifying regions of interest (ROIs) in the 3D microscopy data. Our approach is based on a novel self-supervised multi-layer graph attention network (SSGAT), coupled with a React interactive interface wrapped around Vitessce. SSGAT employs an adversarial self-supervised learning objective to identify meaningful immune microenvironments through marker interactions. Our method reveals complex spatial bioreactions that can be visually assessed to assess their distribution across tissue. Index Terms: Biomedical visualization, graph attention networks,self-supervised learning, spatial interaction analysis.",Bioinformatics
"High-dimensional tissue imaging generates highly complex 3D data containing multiple biomarkers, making it challenging to identify biologically relevant regions without an expert user specifying manual labels for regions of interest. We introduce an approach to automatically identifying regions of interest (ROIs) in the 3D microscopy data. Our approach is based on a novel self-supervised multi-layer graph attention network (SSGAT), coupled with a React interactive interface wrapped around Vitessce. SSGAT employs an adversarial self-supervised learning objective to identify meaningful immune microenvironments through marker interactions. Our method reveals complex spatial bioreactions that can be visually assessed to assess their distribution across tissue. Index Terms: Biomedical visualization, graph attention networks,self-supervised learning, spatial interaction analysis. [SEP] [HINT] tissue -> Bioinformatics (Syns: tissue paper, weave) | based -> Bioinformatics (Syns: ground, free-base, base) | learning -> Bioinformatics (Syns: take, teach, acquire)",Bioinformatics
"Chronic upper extremity (UE) impairment is common after stroke. This study evaluated Boost, a novel wheelchair-mounted rehabilitation device designed to assist individuals in UE motor recovery during inpatient rehabilitation. Thirty-five stroke inpatients were randomized to perform additional UE exercises alongside standard therapy, using either Boost or a therapist-customized booklet for self-practice. Outcomes included the UE Fugl-Meyer (UEFM) Exam, Box and Block Test, Motor Activity Log, Modified Ashworth Scale, shoulder subluxation, and shoulder pain. At baseline, mean days post-stroke were 11.9$\pm$4.6 and 13.1$\pm$5.9, and UEFM scores were 20.5$\pm$10.1 and 21.0$\pm$13.5. Intervention durations averaged 11.9$\pm$4.0 and 17.2$\pm$8.8 days, respectively. Participants in the Boost group completed 3,359$\pm$3,137 additional arm movements. No significant between-group differences were found at the three-month follow-up. However, the Boost group showed a trend toward greater UEFM improvement immediately post-intervention (11.8 vs. 6.9 points, p=0.06). Importantly, UEFM gains were predicted by the number of Boost exercises performed (p=0.02, R-square=0.34). Subgroup analysis revealed that patients with less severe impairment (baseline UEFM >21) achieved significantly greater UEFM improvements at discharge with Boost compared to controls (15.8 vs. 7.8 points, p=0.01). These findings demonstrate the feasibility of achieving thousands of additional UE practice movements while seated in a wheelchair without direct supervision during subacute rehabilitation. The added movement practice was well tolerated and may offer short-term impairment-reduction benefits, particularly in those with less severe impairment. Larger trials are needed to confirm efficacy, establish optimal dosage, and determine long-term clinical and functional benefits of Boost-assisted therapy.",Neuroscience
"Chronic upper extremity (UE) impairment is common after stroke. This study evaluated Boost, a novel wheelchair-mounted rehabilitation device designed to assist individuals in UE motor recovery during inpatient rehabilitation. Thirty-five stroke inpatients were randomized to perform additional UE exercises alongside standard therapy, using either Boost or a therapist-customized booklet for self-practice. Outcomes included the UE Fugl-Meyer (UEFM) Exam, Box and Block Test, Motor Activity Log, Modified Ashworth Scale, shoulder subluxation, and shoulder pain. At baseline, mean days post-stroke were 11.9$\pm$4.6 and 13.1$\pm$5.9, and UEFM scores were 20.5$\pm$10.1 and 21.0$\pm$13.5. Intervention durations averaged 11.9$\pm$4.0 and 17.2$\pm$8.8 days, respectively. Participants in the Boost group completed 3,359$\pm$3,137 additional arm movements. No significant between-group differences were found at the three-month follow-up. However, the Boost group showed a trend toward greater UEFM improvement immediately post-intervention (11.8 vs. 6.9 points, p=0.06). Importantly, UEFM gains were predicted by the number of Boost exercises performed (p=0.02, R-square=0.34). Subgroup analysis revealed that patients with less severe impairment (baseline UEFM >21) achieved significantly greater UEFM improvements at discharge with Boost compared to controls (15.8 vs. 7.8 points, p=0.01). These findings demonstrate the feasibility of achieving thousands of additional UE practice movements while seated in a wheelchair without direct supervision during subacute rehabilitation. The added movement practice was well tolerated and may offer short-term impairment-reduction benefits, particularly in those with less severe impairment. Larger trials are needed to confirm efficacy, establish optimal dosage, and determine long-term clinical and functional benefits of Boost-assisted therapy. [SEP] [HINT] clinical -> Bioinformatics (Syns: ) | functional -> Neuroscience (Syns: working, usable, running) | using -> Bioinformatics (Syns: utilize, exploitation, apply)",Neuroscience
"Optical microscopy is one of the most widely used techniques in research studies for life sciences and biomedicine. These applications require reliable experimental pipelines to extract valuable knowledge from the measured samples and must be supported by image quality assessment (IQA) to ensure correct processing and analysis of the image data. IQA methods are implemented with variable complexity. However, while most quality metrics have a straightforward implementation, they might be time consuming and computationally expensive when evaluating a large dataset. In addition, quality metrics are often designed for well-defined image features and may be unstable for images out of the ideal domain. To overcome these limitations, recent works have proposed deep learning-based IQA methods, which can provide superior performance, increased generalizability and fast prediction. Our method, named $\mathrmμ$DeepIQA, is inspired by previous studies and applies a deep convolutional neural network designed for IQA on natural images to optical microscopy measurements. We retrained the same architecture to predict individual quality metrics and global quality scores for optical microscopy data. The resulting models provide fast and stable predictions of image quality by generalizing quality estimation even outside the ideal range of standard methods. In addition, $\mathrmμ$DeepIQA provides patch-wise prediction of image quality and can be used to visualize spatially varying quality in a single image. Our study demonstrates that optical microscopy-based studies can benefit from the generalizability of deep learning models due to their stable performance in the presence of outliers, the ability to assess small image patches, and rapid predictions.",Bioinformatics
"Optical microscopy is one of the most widely used techniques in research studies for life sciences and biomedicine. These applications require reliable experimental pipelines to extract valuable knowledge from the measured samples and must be supported by image quality assessment (IQA) to ensure correct processing and analysis of the image data. IQA methods are implemented with variable complexity. However, while most quality metrics have a straightforward implementation, they might be time consuming and computationally expensive when evaluating a large dataset. In addition, quality metrics are often designed for well-defined image features and may be unstable for images out of the ideal domain. To overcome these limitations, recent works have proposed deep learning-based IQA methods, which can provide superior performance, increased generalizability and fast prediction. Our method, named $\mathrmμ$DeepIQA, is inspired by previous studies and applies a deep convolutional neural network designed for IQA on natural images to optical microscopy measurements. We retrained the same architecture to predict individual quality metrics and global quality scores for optical microscopy data. The resulting models provide fast and stable predictions of image quality by generalizing quality estimation even outside the ideal range of standard methods. In addition, $\mathrmμ$DeepIQA provides patch-wise prediction of image quality and can be used to visualize spatially varying quality in a single image. Our study demonstrates that optical microscopy-based studies can benefit from the generalizability of deep learning models due to their stable performance in the presence of outliers, the ability to assess small image patches, and rapid predictions. [SEP] [HINT] used -> Bioinformatics (Syns: utilize, ill-used, apply) | features -> Bioinformatics (Syns: characteristic, lineament, feature of speech) | learning -> Bioinformatics (Syns: take, teach, acquire)",Bioinformatics
"We report in-situ synthesis of iron oxide particles inside silicon nitride nanopores via a chemical reaction, monitored by current readout. Nanopores were formed by electroporation on glass chips (diameters from 1.7 to 11.3 nm), transmission electron microscopy (TEM) drilling (diameters from 6.5 to 64.6 nm), or hydrofluoric acid (HF) etching (diameters from 12.6 to 36.2 nm) in 5 to 20 nm thick membranes. Nanopores seal on timescales from ~1 ms to ~3.6 s, across a range of sizes and concentrations. We show single and ~5-pore arrays, as fabricated, after sealing, and after cleaning and pore recovery. These results are independent of fabrication method. Energy dispersive X-ray spectroscopy (EDS), aberration-corrected scanning TEM (AC-STEM), and powder X-ray diffraction (XRD) verify the synthesis of mixed magnetite and maghemite iron oxide. This work advances nanoparticle-nanopore chips for applications in biosensing, plasmonics and photonics when position and size control is required.",Materials Science
"We report in-situ synthesis of iron oxide particles inside silicon nitride nanopores via a chemical reaction, monitored by current readout. Nanopores were formed by electroporation on glass chips (diameters from 1.7 to 11.3 nm), transmission electron microscopy (TEM) drilling (diameters from 6.5 to 64.6 nm), or hydrofluoric acid (HF) etching (diameters from 12.6 to 36.2 nm) in 5 to 20 nm thick membranes. Nanopores seal on timescales from ~1 ms to ~3.6 s, across a range of sizes and concentrations. We show single and ~5-pore arrays, as fabricated, after sealing, and after cleaning and pore recovery. These results are independent of fabrication method. Energy dispersive X-ray spectroscopy (EDS), aberration-corrected scanning TEM (AC-STEM), and powder X-ray diffraction (XRD) verify the synthesis of mixed magnetite and maghemite iron oxide. This work advances nanoparticle-nanopore chips for applications in biosensing, plasmonics and photonics when position and size control is required. [SEP] [HINT] electron -> Materials Science (Syns: negatron) | work -> Bioinformatics (Syns: work out, process, bring) | results -> Bioinformatics (Syns: final result, consequence, resultant role)",Materials Science
"The slime mould Physarum polycephalum displays adaptive transport dynamics and network formation that have inspired its use as a model of biological computation. We develop a Lagrangian formulation of Physarum's adaptive dynamics on predefined graphs, showing that steady states arise as extrema of a least-action functional balancing metabolic dissipation and transport efficiency. The organism's apparent ability to find optimal paths between nutrient sources and sinks emerges from minimizing global energy dissipation under predefined boundary conditions that specify the problem to be solved. Applied to ring, tree, and lattice geometries, the framework accurately reproduces the optimal conductance and flux configurations observed experimentally. These results show that Physarum's problem-solving on constrained topologies follows a physics-based variational principle, revealing least-action dynamics as the foundation of its adaptive organization.",Neuroscience
"The slime mould Physarum polycephalum displays adaptive transport dynamics and network formation that have inspired its use as a model of biological computation. We develop a Lagrangian formulation of Physarum's adaptive dynamics on predefined graphs, showing that steady states arise as extrema of a least-action functional balancing metabolic dissipation and transport efficiency. The organism's apparent ability to find optimal paths between nutrient sources and sinks emerges from minimizing global energy dissipation under predefined boundary conditions that specify the problem to be solved. Applied to ring, tree, and lattice geometries, the framework accurately reproduces the optimal conductance and flux configurations observed experimentally. These results show that Physarum's problem-solving on constrained topologies follows a physics-based variational principle, revealing least-action dynamics as the foundation of its adaptive organization. [SEP] [HINT] transport -> Materials Science (Syns: transferral, enthral, shipping) | functional -> Neuroscience (Syns: working, usable, running) | results -> Bioinformatics (Syns: final result, consequence, resultant role)",Neuroscience
"Colorectal cancer (CRC) is highly heterogeneous, with five-year survival rates dropping from $\sim$90% in localized disease to $\sim$15% with distant metastases. Disease progression is shaped not only by tumor-intrinsic alterations but also by the reorganization of the tumor microenvironment (TME). Metabolic, compositional, and spatial changes contribute to this progression, but considered individually they lack context and often fail as therapeutic targets. Understanding their coordination could reveal processes to alter the disease course. Here, we combined multiplexed ion beam imaging (MIBI) with machine learning to profile metabolic, functional and spatial states of 522 colorectal lesions with single-cell resolution. We observed recurrent stage-specific remodeling marked by a lymphoid-to-myeloid shift, stromal-cancer cooperation, and malignant metabolic shifts. Spatial organization of epithelial, stromal, and immune compartments provided stronger stratification of disease stage than tumor-intrinsic changes or bulk immune infiltration alone. To systematically model these coordinated changes, we condensed multimodal features into 10 latent factors of TME organization. These factors tracked disease progression, were conserved across cohorts, and revealed frequent multicellular metabolic niches and distinct, non-exclusive TME trajectories. Our framework MuVIcell exposes the elements that together drive CRC progression by grouping co-occurring changes across cell types and feature classes into coordinated multicellular programs. This creates a rational basis to therapeutically target TME reorganization. Importantly, the framework is scalable and flexible, offering a resource for studying multicellular organization in other solid tumors.",Bioinformatics
"Colorectal cancer (CRC) is highly heterogeneous, with five-year survival rates dropping from $\sim$90% in localized disease to $\sim$15% with distant metastases. Disease progression is shaped not only by tumor-intrinsic alterations but also by the reorganization of the tumor microenvironment (TME). Metabolic, compositional, and spatial changes contribute to this progression, but considered individually they lack context and often fail as therapeutic targets. Understanding their coordination could reveal processes to alter the disease course. Here, we combined multiplexed ion beam imaging (MIBI) with machine learning to profile metabolic, functional and spatial states of 522 colorectal lesions with single-cell resolution. We observed recurrent stage-specific remodeling marked by a lymphoid-to-myeloid shift, stromal-cancer cooperation, and malignant metabolic shifts. Spatial organization of epithelial, stromal, and immune compartments provided stronger stratification of disease stage than tumor-intrinsic changes or bulk immune infiltration alone. To systematically model these coordinated changes, we condensed multimodal features into 10 latent factors of TME organization. These factors tracked disease progression, were conserved across cohorts, and revealed frequent multicellular metabolic niches and distinct, non-exclusive TME trajectories. Our framework MuVIcell exposes the elements that together drive CRC progression by grouping co-occurring changes across cell types and feature classes into coordinated multicellular programs. This creates a rational basis to therapeutically target TME reorganization. Importantly, the framework is scalable and flexible, offering a resource for studying multicellular organization in other solid tumors. [SEP] [HINT] features -> Bioinformatics (Syns: characteristic, lineament, feature of speech) | understanding -> Neuroscience (Syns: savvy, intellect, sympathy) | learning -> Bioinformatics (Syns: take, teach, acquire)",Bioinformatics
"A topological interlocking assembly is an arrangement of blocks, where all blocks are kinematically constrained by their neighboring blocks and a fixed frame. This concept has been known for a long time, attracting recent interest due to its advantageous mechanical properties, such as reusability, redundancy and limited crack propagation. New mathematical methods enable the generation of vast numbers of new topologically interlocking blocks. A natural next question is the quantification of the mechanical performance of these new blocks. We conduct a numerical study of topological interlocking assemblies whose blocks are constructed based on the hexagonal grid. By varying a design parameter used in the generation of these blocks, we study its influence on the structural performance of the entire assembly. The results improve our understanding of the link between the block parameters and the mechanical performance. This enhances the ability to custom design blocks for certain mechanical requirements of the topological interlocking assemblies.",Materials Science
"A topological interlocking assembly is an arrangement of blocks, where all blocks are kinematically constrained by their neighboring blocks and a fixed frame. This concept has been known for a long time, attracting recent interest due to its advantageous mechanical properties, such as reusability, redundancy and limited crack propagation. New mathematical methods enable the generation of vast numbers of new topologically interlocking blocks. A natural next question is the quantification of the mechanical performance of these new blocks. We conduct a numerical study of topological interlocking assemblies whose blocks are constructed based on the hexagonal grid. By varying a design parameter used in the generation of these blocks, we study its influence on the structural performance of the entire assembly. The results improve our understanding of the link between the block parameters and the mechanical performance. This enhances the ability to custom design blocks for certain mechanical requirements of the topological interlocking assemblies. [SEP] [HINT] used -> Bioinformatics (Syns: utilize, ill-used, apply) | based -> Bioinformatics (Syns: ground, free-base, base) | understanding -> Neuroscience (Syns: savvy, intellect, sympathy)",Materials Science
"For many taxonomic groups, online biodiversity portals used by naturalists and citizen scientists constitute the primary source of distributional information. Over the last decade, site-occupancy models have been advanced as a promising framework to analyse such loosely structured, opportunistically collected datasets. Current approaches often ignore important aspects of the detection process and do not fully capitalise on the information present in these datasets, leaving opportunities for fine-grained spatiotemporal backcasting untouched. We propose a flexible Bayesian spatiotemporal site-occupancy model that aims to mimic the data-generating process that underlies common citizen science datasets sourced from public biodiversity portals, and yields rich biological output. We illustrate the use of the model to a dataset containing over 3M butterfly records in Belgium, collected through the citizen science data portal Observations.be. We show that the proposed approach enables retrospective predictions on the occupancy of species through time and space at high resolution, as well as inference on inter-annual distributional trends, range dynamics, habitat preferences, phenological patterns, detection patterns and observer heterogeneity. The proposed model can be used to increase the value of opportunistically collected data by naturalists and citizen scientists, and can aid the understanding of spatiotemporal dynamics of species for which rigorously collected data are absent or too costly to collect.",Bioinformatics
"For many taxonomic groups, online biodiversity portals used by naturalists and citizen scientists constitute the primary source of distributional information. Over the last decade, site-occupancy models have been advanced as a promising framework to analyse such loosely structured, opportunistically collected datasets. Current approaches often ignore important aspects of the detection process and do not fully capitalise on the information present in these datasets, leaving opportunities for fine-grained spatiotemporal backcasting untouched. We propose a flexible Bayesian spatiotemporal site-occupancy model that aims to mimic the data-generating process that underlies common citizen science datasets sourced from public biodiversity portals, and yields rich biological output. We illustrate the use of the model to a dataset containing over 3M butterfly records in Belgium, collected through the citizen science data portal Observations.be. We show that the proposed approach enables retrospective predictions on the occupancy of species through time and space at high resolution, as well as inference on inter-annual distributional trends, range dynamics, habitat preferences, phenological patterns, detection patterns and observer heterogeneity. The proposed model can be used to increase the value of opportunistically collected data by naturalists and citizen scientists, and can aid the understanding of spatiotemporal dynamics of species for which rigorously collected data are absent or too costly to collect. [SEP] [HINT] used -> Bioinformatics (Syns: utilize, ill-used, apply) | understanding -> Neuroscience (Syns: savvy, intellect, sympathy) | space -> Neuroscience (Syns: distance, place, outer space)",Bioinformatics
"This study introduces a WaveNet-based deep learning model designed to automate the classification of EEG signals into physiological, pathological, artifact, and noise categories. Traditional methods for EEG signal classification, which rely on expert visual review, are becoming increasingly impractical due to the growing complexity and volume of EEG recordings. Leveraging a publicly available annotated dataset from Mayo Clinic and St. Anne's University Hospital, the WaveNet model was trained, validated, and tested on 209,232 samples with a 70/20/10 percent split. The model achieved a classification accuracy exceeding previous CNN and LSTM-based approaches, and was benchmarked against a Temporal Convolutional Network (TCN) baseline. Notably, the model distinguishes noise and artifacts with high precision, although it reveals a modest but explainable degree of misclassification between physiological and pathological signals, reflecting inherent clinical overlap. WaveNet's architecture, originally developed for raw audio synthesis, is well suited for EEG data due to its use of dilated causal convolutions and residual connections, enabling it to capture both fine-grained and long-range temporal dependencies. The research also details the preprocessing pipeline, including dynamic dataset partitioning and normalization steps that support model generalization.",Neuroscience
"This study introduces a WaveNet-based deep learning model designed to automate the classification of EEG signals into physiological, pathological, artifact, and noise categories. Traditional methods for EEG signal classification, which rely on expert visual review, are becoming increasingly impractical due to the growing complexity and volume of EEG recordings. Leveraging a publicly available annotated dataset from Mayo Clinic and St. Anne's University Hospital, the WaveNet model was trained, validated, and tested on 209,232 samples with a 70/20/10 percent split. The model achieved a classification accuracy exceeding previous CNN and LSTM-based approaches, and was benchmarked against a Temporal Convolutional Network (TCN) baseline. Notably, the model distinguishes noise and artifacts with high precision, although it reveals a modest but explainable degree of misclassification between physiological and pathological signals, reflecting inherent clinical overlap. WaveNet's architecture, originally developed for raw audio synthesis, is well suited for EEG data due to its use of dilated causal convolutions and residual connections, enabling it to capture both fine-grained and long-range temporal dependencies. The research also details the preprocessing pipeline, including dynamic dataset partitioning and normalization steps that support model generalization. [SEP] [HINT] clinical -> Bioinformatics (Syns: ) | learning -> Bioinformatics (Syns: take, teach, acquire) | including -> Bioinformatics (Syns: admit, include, let in)",Neuroscience
"A sensor-fused wearable assistance prototype for upper-limb function (triceps brachii and extensor pollicis brevis) is presented. The device integrates surface electromyography (sEMG), an inertial measurement unit (IMU), and flex/force sensors on an M5StickC plus an ESP32-S3 compute hub. Signals are band-pass and notch filtered; features (RMS, MAV, zero-crossings, and 4-12 Hz tremor-band power) are computed in 250 ms windows and fed to an INT8 TensorFlow Lite Micro model. Control commands are bounded by a control-barrier-function safety envelope and delivered within game-based tasks with lightweight personalization. In a pilot technical feasibility evaluation with healthy volunteers (n = 12) performing three ADL-oriented tasks, tremor prominence decreased (Delta TI = -0.092, 95% CI [-0.102, -0.079]), range of motion increased (+12.65%, 95% CI [+8.43, +13.89]), repetitions rose (+2.99 min^-1, 95% CI [+2.61, +3.35]), and the EMG median-frequency slope became less negative (Delta = +0.100 Hz/min, 95% CI [+0.083, +0.127]). The sensing-to-assist loop ran at 100 Hz with 8.7 ms median on-device latency, 100% session completion, and 0 device-related adverse events. These results demonstrate technical feasibility of embedded, sensor-fused assistance for upper-limb function; formal patient studies under IRB oversight are planned.",Neuroscience
"A sensor-fused wearable assistance prototype for upper-limb function (triceps brachii and extensor pollicis brevis) is presented. The device integrates surface electromyography (sEMG), an inertial measurement unit (IMU), and flex/force sensors on an M5StickC plus an ESP32-S3 compute hub. Signals are band-pass and notch filtered; features (RMS, MAV, zero-crossings, and 4-12 Hz tremor-band power) are computed in 250 ms windows and fed to an INT8 TensorFlow Lite Micro model. Control commands are bounded by a control-barrier-function safety envelope and delivered within game-based tasks with lightweight personalization. In a pilot technical feasibility evaluation with healthy volunteers (n = 12) performing three ADL-oriented tasks, tremor prominence decreased (Delta TI = -0.092, 95% CI [-0.102, -0.079]), range of motion increased (+12.65%, 95% CI [+8.43, +13.89]), repetitions rose (+2.99 min^-1, 95% CI [+2.61, +3.35]), and the EMG median-frequency slope became less negative (Delta = +0.100 Hz/min, 95% CI [+0.083, +0.127]). The sensing-to-assist loop ran at 100 Hz with 8.7 ms median on-device latency, 100% session completion, and 0 device-related adverse events. These results demonstrate technical feasibility of embedded, sensor-fused assistance for upper-limb function; formal patient studies under IRB oversight are planned. [SEP] [HINT] tasks -> Neuroscience (Syns: tax, task, project) | features -> Bioinformatics (Syns: characteristic, lineament, feature of speech) | results -> Bioinformatics (Syns: final result, consequence, resultant role)",Neuroscience
"Scenes are complex, yet structured collections of parts, including objects and surfaces, that exhibit spatial and semantic relations to one another. An effective visual system therefore needs unified scene representations that relate scene parts to their location and their co-occurrence. We hypothesize that this structure can be learned self-supervised from natural experience by exploiting the temporal regularities of active vision: each fixation reveals a locally-detailed glimpse that is statistically related to the previous one via co-occurrence and saccade-conditioned spatial regularities. We instantiate this idea with Glimpse Prediction Networks (GPNs) -- recurrent models trained to predict the feature embedding of the next glimpse along human-like scanpaths over natural scenes. GPNs successfully learn co-occurrence structure and, when given relative saccade location vectors, show sensitivity to spatial arrangement. Furthermore, recurrent variants of GPNs were able to integrate information across glimpses into a unified scene representation. Notably, these scene representations align strongly with human fMRI responses during natural-scene viewing across mid/high-level visual cortex. Critically, GPNs outperform architecture- and dataset-matched controls trained with explicit semantic objectives, and match or exceed strong modern vision baselines, leaving little unique variance for those alternatives. These results establish next-glimpse prediction during active vision as a biologically plausible, self-supervised route to brain-aligned scene representations learned from natural visual experience.",Neuroscience
"Scenes are complex, yet structured collections of parts, including objects and surfaces, that exhibit spatial and semantic relations to one another. An effective visual system therefore needs unified scene representations that relate scene parts to their location and their co-occurrence. We hypothesize that this structure can be learned self-supervised from natural experience by exploiting the temporal regularities of active vision: each fixation reveals a locally-detailed glimpse that is statistically related to the previous one via co-occurrence and saccade-conditioned spatial regularities. We instantiate this idea with Glimpse Prediction Networks (GPNs) -- recurrent models trained to predict the feature embedding of the next glimpse along human-like scanpaths over natural scenes. GPNs successfully learn co-occurrence structure and, when given relative saccade location vectors, show sensitivity to spatial arrangement. Furthermore, recurrent variants of GPNs were able to integrate information across glimpses into a unified scene representation. Notably, these scene representations align strongly with human fMRI responses during natural-scene viewing across mid/high-level visual cortex. Critically, GPNs outperform architecture- and dataset-matched controls trained with explicit semantic objectives, and match or exceed strong modern vision baselines, leaving little unique variance for those alternatives. These results establish next-glimpse prediction during active vision as a biologically plausible, self-supervised route to brain-aligned scene representations learned from natural visual experience. [SEP] [HINT] networks -> Neuroscience (Syns: network, meshwork, electronic network) | structure -> Bioinformatics (Syns: social system, complex body part, social structure) | information -> Bioinformatics (Syns: entropy, data, info)",Neuroscience
"Cryo-electron tomography (cryo-ET) enables structural characterization of biomolecules under near-native conditions. Existing approaches for interpreting the resulting three-dimensional volumes are computationally expensive and have difficulty interpreting density associated with small proteins/complexes. To explore alternate approaches for identifying proteins in cryo-ET data we pursued a Graph Network and topologically invariant approach. Here, we report on a fast algorithm that distinguishes volumes containing protein density from noise by searching for nuances of evolutionarily conversed motifs and the geometrical characteristics of protein structure. GRIP-Tomo 2.0 is a machine-learning pipeline that extracts interpretable topological features of protein structures within noisy experimental backgrounds. Compared to version 1.0, the new pipeline includes three upgrades that significantly improve performance including synthetic tomogram generation simulating realistic noise, graph-based persistent feature extraction as protein fingerprints, and high-performance computing acceleration. GRIP-Tomo 2.0 achieves over 90% accuracy in distinguishing proteins from noise for synthetic datasets and over 80% accuracy for real datasets, which represents a foundational step toward advancing cryo-ET workflows and empowering automated detection of both small and large proteins for visual proteomics.",Bioinformatics
"Cryo-electron tomography (cryo-ET) enables structural characterization of biomolecules under near-native conditions. Existing approaches for interpreting the resulting three-dimensional volumes are computationally expensive and have difficulty interpreting density associated with small proteins/complexes. To explore alternate approaches for identifying proteins in cryo-ET data we pursued a Graph Network and topologically invariant approach. Here, we report on a fast algorithm that distinguishes volumes containing protein density from noise by searching for nuances of evolutionarily conversed motifs and the geometrical characteristics of protein structure. GRIP-Tomo 2.0 is a machine-learning pipeline that extracts interpretable topological features of protein structures within noisy experimental backgrounds. Compared to version 1.0, the new pipeline includes three upgrades that significantly improve performance including synthetic tomogram generation simulating realistic noise, graph-based persistent feature extraction as protein fingerprints, and high-performance computing acceleration. GRIP-Tomo 2.0 achieves over 90% accuracy in distinguishing proteins from noise for synthetic datasets and over 80% accuracy for real datasets, which represents a foundational step toward advancing cryo-ET workflows and empowering automated detection of both small and large proteins for visual proteomics. [SEP] [HINT] features -> Bioinformatics (Syns: characteristic, lineament, feature of speech) | datasets -> Bioinformatics (Syns: ) | performance -> Bioinformatics (Syns: functioning, operation, carrying out)",Bioinformatics
"Virtually every biological rate changes with temperature, but the mechanisms underlying these responses differ between different processes. Here, we bring together the main theoretical approaches used to describe temperature-rate relationships, ranging from empirical curve shapes to reaction-level kinetics and network-based dynamical frameworks. These models highlight how temperature influences not only the speed of elementary reactions, but also the behavior that emerges when many reactions interact through regulation, feedback, or stochastic transitions. By outlining the assumptions and implications of each perspective, we aim to clarify how different modeling strategies connect molecular processes to physiological temperature response curves and to point toward integrative frameworks that can better explain the diversity of biological thermal responses.",Bioinformatics
"Virtually every biological rate changes with temperature, but the mechanisms underlying these responses differ between different processes. Here, we bring together the main theoretical approaches used to describe temperature-rate relationships, ranging from empirical curve shapes to reaction-level kinetics and network-based dynamical frameworks. These models highlight how temperature influences not only the speed of elementary reactions, but also the behavior that emerges when many reactions interact through regulation, feedback, or stochastic transitions. By outlining the assumptions and implications of each perspective, we aim to clarify how different modeling strategies connect molecular processes to physiological temperature response curves and to point toward integrative frameworks that can better explain the diversity of biological thermal responses. [SEP] [HINT] used -> Bioinformatics (Syns: utilize, ill-used, apply) | molecular -> Bioinformatics (Syns: ) | different -> Neuroscience (Syns: unlike, dissimilar)",Bioinformatics
"We present a lateral ventricular brain-computer interface (LV-BCI) that deploys an expandable, flexible electrode into the lateral ventricle through a minimally invasive external ventricular drainage pathway. Inspired by the framework of traditional Chinese lanterns, the electrode expands uniformly within the ventricle and conforms to the ependymal wall. Compared with conventional subdural ECoG electrodes, the LV-BCI shows superior signal stability and immunocompatibility. Resting-state spectral analyses revealed a maximum effective bandwidth comparable to subdural ECoG. In evoked potential tests, the LV-BCI maintained a consistently higher signal-to-noise ratio over 112 days without the decline typically associated with scarring or other immune responses. Immunohistochemistry showed only a transient, early microglial activation after implantation, returning to control levels and remaining stable through 168 days. We further designed an ""action-memory T-maze"" task and developed a microstate sequence classifier (MSSC) to predict rats' turn decisions. The LV-BCI achieved prediction accuracy up to 98%, significantly outperforming subdural ECoG, indicating enhanced access to decision-related information from deep structures such as the hippocampus. These results establish the lateral ventricle as a viable route for neural signal acquisition. Using a lantern-inspired flexible electrode, we achieve long-term stable recordings and robust memory decision decoding from within the ventricular system, opening new directions for BCI technology and systems neuroscience.",Neuroscience
"We present a lateral ventricular brain-computer interface (LV-BCI) that deploys an expandable, flexible electrode into the lateral ventricle through a minimally invasive external ventricular drainage pathway. Inspired by the framework of traditional Chinese lanterns, the electrode expands uniformly within the ventricle and conforms to the ependymal wall. Compared with conventional subdural ECoG electrodes, the LV-BCI shows superior signal stability and immunocompatibility. Resting-state spectral analyses revealed a maximum effective bandwidth comparable to subdural ECoG. In evoked potential tests, the LV-BCI maintained a consistently higher signal-to-noise ratio over 112 days without the decline typically associated with scarring or other immune responses. Immunohistochemistry showed only a transient, early microglial activation after implantation, returning to control levels and remaining stable through 168 days. We further designed an ""action-memory T-maze"" task and developed a microstate sequence classifier (MSSC) to predict rats' turn decisions. The LV-BCI achieved prediction accuracy up to 98%, significantly outperforming subdural ECoG, indicating enhanced access to decision-related information from deep structures such as the hippocampus. These results establish the lateral ventricle as a viable route for neural signal acquisition. Using a lantern-inspired flexible electrode, we achieve long-term stable recordings and robust memory decision decoding from within the ventricular system, opening new directions for BCI technology and systems neuroscience. [SEP] [HINT] task -> Neuroscience (Syns: tax, project, chore) | decoding -> Neuroscience (Syns: decrypt, decipherment, decryption) | information -> Bioinformatics (Syns: entropy, data, info)",Neuroscience
